-9.4248,0.12511
-9.3301,0.13061
-9.2353,0.13597
-9.1406,0.14118
-9.0459,0.14624
-8.9512,0.15116
-8.8564,0.14519
-8.7617,0.13913
-8.667,0.13299
-8.5723,0.12677
-8.4776,0.12047
-8.3828,0.1141
-8.2881,0.10765
-8.1934,0.10113
-8.0987,0.094542
-8.004,0.087886
-7.9092,0.081169
-7.8145,0.074392
-7.7198,0.067559
-7.6251,0.060675
-7.5304,0.053743
-7.4356,0.046769
-7.3409,0.039755
-7.2462,0.032706
-7.1515,0.025626
-7.0567,0.01852
-6.962,0.011392
-6.8673,0.0042449
-6.7726,-0.0029186
-6.6779,-0.010091
-6.5831,-0.017271
-6.4884,-0.024455
-6.3937,-0.03164
-6.299,-0.038822
-6.2043,-0.046
-6.1095,-0.053171
-6.0148,-0.060331
-5.9201,-0.06748
-5.8254,-0.074615
-5.7306,-0.081735
-5.6359,-0.088837
-5.5412,-0.095921
-5.4465,-0.10299
-5.3518,-0.11003
-5.257,-0.11705
-5.1623,-0.12405
-5.0676,-0.13103
-4.9729,-0.13799
-4.8782,-0.14492
-4.7834,-0.15182
-4.6887,-0.15871
-4.594,-0.16556
-4.4993,-0.1724
-4.4045,-0.1792
-4.3098,-0.18599
-4.2151,-0.19275
-4.1204,-0.19948
-4.0257,-0.20619
-3.9309,-0.21288
-3.8362,-0.21954
-3.7415,-0.18506
-3.6468,-0.14746
-3.5521,-0.10894
-3.4573,-0.069063
-3.3626,-0.027298
-3.2679,0.017043
-3.1732,0.064702
-3.0784,0.1162
-2.9837,0.17128
-2.889,0.22835
-2.7943,0.28504
-2.6996,0.33942
-2.6048,0.39078
-2.5101,0.43927
-2.4154,0.48537
-2.3207,0.49665
-2.226,0.50794
-2.1312,0.51923
-2.0365,0.53052
-1.9418,0.54181
-1.8471,0.5531
-1.7523,0.56439
-1.6576,0.57566
-1.5629,0.58693
-1.4682,0.59819
-1.3735,0.60943
-1.2787,0.62066
-1.184,0.63188
-1.0893,0.64309
-0.99457,0.65428
-0.89985,0.66545
-0.80513,0.67661
-0.71041,0.68776
-0.61569,0.69889
-0.52097,0.71
-0.42625,0.7211
-0.33152,0.73218
-0.2368,0.74324
-0.14208,0.75429
-0.047361,0.76533
0.047361,0.77635
0.14208,0.78736
0.2368,0.79835
0.33152,0.80933
0.42625,0.82029
0.52097,0.83124
0.61569,0.84218
0.71041,0.8531
0.80513,0.86401
0.89985,0.87491
0.99457,0.8858
1.0893,0.89667
1.184,0.90753
1.2787,0.91839
1.3735,0.92923
1.4682,0.94006
1.5629,0.95088
1.6576,0.87541
1.7523,0.79927
1.8471,0.72233
1.9418,0.64444
2.0365,0.56557
2.1312,0.48594
2.226,0.40643
2.3207,0.32901
2.4154,0.25637
2.5101,0.19016
2.6048,0.12972
2.6996,0.072699
2.7943,0.068649
2.889,0.060682
2.9837,0.048284
3.0784,0.01195
3.1732,-0.025087
3.2679,-0.062275
3.3626,-0.099206
3.4573,-0.13562
3.5521,-0.17138
3.6468,-0.20644
3.7415,-0.24081
3.8362,-0.23232
3.9309,-0.22379
4.0257,-0.21521
4.1204,-0.20658
4.2151,-0.19791
4.3098,-0.18918
4.4045,-0.18041
4.4993,-0.17158
4.594,-0.16271
4.6887,-0.15379
4.7834,-0.14482
4.8782,-0.13581
4.9729,-0.12674
5.0676,-0.11764
5.1623,-0.10849
5.257,-0.099301
5.3518,-0.090076
5.4465,-0.080818
5.5412,-0.071532
5.6359,-0.062222
5.7306,-0.052895
5.8254,-0.043554
5.9201,-0.034207
6.0148,-0.024864
6.1095,-0.015532
6.2043,-0.0062204
6.299,0.0030618
6.3937,0.012304
6.4884,0.021496
6.5831,0.030626
6.6779,0.039683
6.7726,0.048657
6.8673,0.057536
6.962,0.066309
7.0567,0.074967
7.1515,0.083499
7.2462,0.091897
7.3409,0.10015
7.4356,0.10826
7.5304,0.11621
7.6251,0.12401
7.7198,0.13164
7.8145,0.12642
7.9092,0.12107
8.004,0.11558
8.0987,0.10997
8.1934,0.10422
8.2881,0.098346
8.3828,0.092345
8.4776,0.08622
8.5723,0.079975
8.667,0.073615
8.7617,0.067143
8.8564,0.060561
8.9512,0.05388
9.0459,0.047104
9.1406,0.040239
9.2353,0.033292
9.3301,0.02627
9.4248,0.01918
